Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5QxxIhXt7E8yR3F7U9ajiV,"6fxyWrfmjcbj5d12gXeiNV","Ultimate","Ultimate","Denzel Curry",2015-01-01,189974,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-06T12:12:08Z,"dark trap,drill,hip hop,miami hip hop,pop rap,rap,trap,underground hip hop",0.488,0.826,6,-3.11,0,0.305,0.0949,0.00000326,0.246,0.762,112.65,4
2AGUFka8kBWCM47h5uTlDb,"0Y5tJX1MQlPlqiwlOH1tJY","lose","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,200452,61,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-06T16:39:33Z,"hip hop,rap,slap house",0.832,0.557,7,-3.947,0,0.053,0.307,0,0.176,0.279,125.999,4
7tGlzXJv6GD5e5qlu5YmDg,"55Aa2cqylxrFIXC767Z865,3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i","Love Me","I Am Not A Human Being II (Deluxe)","Lil Wayne,Drake,Future",2013-01-01,253440,1,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-06T16:41:34Z,"hip hop,new orleans rap,pop rap,rap,trap,canadian hip hop,canadian pop,atl hip hop,southern hip hop",0.674,0.608,8,-6.628,0,0.0334,0.0119,0,0.103,0.464,124.952,4
0odHj0qIf86vHBsXB30IkZ,"137W8MRPWKqSmrBGDBFSop,4fQHCuys7JZvaQzRvB1kPR","So High (feat. Ghost Loft)","Blacc Hollywood (Deluxe)","Wiz Khalifa,Ghost Loft",2014-08-19,249287,68,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-06T16:42:18Z,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,gauze pop",0.628,0.629,6,-4.829,0,0.0485,0.118,0,0.102,0.3,157.99,4
4ckuS4Nj4FZ7i3Def3Br8W,"3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft","Sneakin’","Sneakin’","Drake,21 Savage",2016-10-24,251333,67,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-06T16:42:55Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,atl hip hop",0.806,0.558,8,-6.538,1,0.172,0.00496,0.00000145,0.16,0.26,85.011,4
0tPShxf8VJUH6RBDEP3tVB,"137W8MRPWKqSmrBGDBFSop,0Y5tJX1MQlPlqiwlOH1tJY","Bake Sale (feat. Travis Scott)","Bake Sale (feat. Travis Scott)","Wiz Khalifa,Travis Scott",2016-01-22,238533,50,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-07T08:07:23Z,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,slap house",0.864,0.551,3,-5.198,1,0.22,0.144,0,0.104,0.38,139.934,4
6gBFPUFcJLzWGx4lenP6h2,"0Y5tJX1MQlPlqiwlOH1tJY","goosebumps","Birds In The Trap Sing McKnight","Travis Scott",2016-09-16,243836,87,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-07T08:07:50Z,"hip hop,rap,slap house",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
13RIj7hvyNBRFYOrIOOldq,"55Aa2cqylxrFIXC767Z865,7dGJo4pcD2V6oG8kP0tJRR","Drop The World","Drop The World","Lil Wayne,Eminem",2009-01-01,229626,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-02-15T00:26:02Z,"hip hop,new orleans rap,pop rap,rap,trap,detroit hip hop",0.667,0.906,1,-1.641,1,0.325,0.0706,0,0.342,0.383,145.048,4
4VSVT9njJD3BsXIdCNHOVQ,"7iZtZyCzp3LItcw1wtPI3D","Swang","SremmLife 2 (Deluxe)","Rae Sremmurd",2016-08-12,208120,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-03-22T09:16:56Z,"melodic rap,mississippi hip hop,pop rap,rap,trap",0.672,0.326,8,-9.36,1,0.0634,0.225,0.0000287,0.101,0.154,140.008,4
2BoS7pU92MQtynhQ0cZOLT,"46SHBwWsqBkxI7EeeBEQG7","Tunnel Vision","Tunnel Vision","Kodak Black",2017-02-17,268186,50,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-03-22T09:17:13Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino",0.497,0.489,11,-7.724,0,0.294,0.0576,0.0000991,0.122,0.231,171.853,4
1wHZx0LgzFHyeIZkUydNXq,"0Y5tJX1MQlPlqiwlOH1tJY","Antidote","Rodeo","Travis Scott",2015-09-04,262693,76,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-03-22T09:18:50Z,"hip hop,rap,slap house",0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4
4E92bmgFiHxvy2SNjXjC3b,"0c173mlxpT3dSFRgMO8XPh,3TVXtAsR1Inumwj472S9r4","Blessings","Dark Sky Paradise (Deluxe)","Big Sean,Drake",2015-02-23,252040,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-03-22T09:19:06Z,"detroit hip hop,hip hop,pop rap,r&b,rap,trap,canadian hip hop,canadian pop",0.775,0.621,1,-7.634,1,0.295,0.332,0,0.122,0.15,118.843,4
3rOSwuTsUlJp0Pu0MkN8r8,"1RyvyyTE3xzB2ZywiAwp0i","Mask Off","FUTURE","Future",2017-08-04,204600,50,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-04-12T14:24:06Z,"atl hip hop,hip hop,rap,southern hip hop,trap",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4
7ujx3NYtwO2LkmKGz59mXp,"2YZyLoL8N0Wb9xBt1NhZWg","HUMBLE.","DAMN.","Kendrick Lamar",2017-04-14,177000,22,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-04-24T11:55:26Z,"conscious hip hop,hip hop,rap,west coast rap",0.906,0.625,1,-6.779,0,0.0903,0.000243,0.0000323,0.0975,0.423,150.018,4
2rJvc7nSYWBKAuNUMx1Cr2,"5K4W6rqBFWDnAN6FQUkS6x,15iVAtD3s3FsQR4w1v6M0P,0ONHkAv9pCAFxb0zJwDNTy,0c173mlxpT3dSFRgMO8XPh,5pnbUBPifNnlusY8kTBivi","Don't Like.1","Kanye West Presents Good Music Cruel Summer","Kanye West,Chief Keef,Pusha T,Big Sean,Jadakiss",2012-01-01,283653,66,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-09T17:33:06Z,"chicago rap,hip hop,rap,chicago bop,chicago drill,drill,southern hip hop,trap,gangster rap,pop rap,virginia hip hop,detroit hip hop,r&b,battle rap,east coast hip hop",0.656,0.612,6,-5.415,0,0.225,0.0094,0,0.146,0.626,132.072,4
0utlOiJy2weVl9WTkcEWHy,"6l3HvQ5sa6mXTsMTB19rO5","Neighbors","4 Your Eyez Only","J. Cole",2016-12-09,216520,75,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-10T15:43:09Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,4
1e1JKLEDKP7hEQzJfNAgPl,"699OTQXzgjhIYAHMy9RyPD","Magnolia","Playboi Carti","Playboi Carti",2017-04-14,181812,82,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-10T15:53:17Z,"atl hip hop,plugg,pluggnb,rage rap,rap",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,4
6HZILIRieu8S0iqY8kIKhj,"2YZyLoL8N0Wb9xBt1NhZWg","DNA.","DAMN.","Kendrick Lamar",2017-04-14,185946,81,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-10T15:53:31Z,"conscious hip hop,hip hop,rap,west coast rap",0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,4
2adMrHtrn5KP303wzxe1u3,"6icQOAFXDZKsumw3YXyusw,6oMuImdp5ZcFhWP0ESe6mG","Peek A Boo","Peek A Boo","Lil Yachty,Migos",2017-04-13,247612,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-15T05:29:03Z,"atl hip hop,melodic rap,rap,trap,hip hop,pop rap",0.954,0.595,1,-7.143,1,0.304,0.0657,0,0.0843,0.298,127.042,4
7floNISpH8VF4z4459Qo18,"15UsOTVnJzReFVN1VCnxy4","Look At Me!","Look At Me!","XXXTENTACION",2017-02-20,126345,83,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-16T09:07:13Z,"emo rap,miami hip hop",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4
6p8NuHm8uCGnn2Dtbtf7zE,"6oMuImdp5ZcFhWP0ESe6mG,13y7CgLHjMVRMDqxdx0Xdo","Slippery (feat. Gucci Mane)","Culture","Migos,Gucci Mane",2017-04-07,304041,8,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-16T15:05:01Z,"atl hip hop,hip hop,pop rap,rap,trap,dirty south rap,southern hip hop",0.92,0.675,1,-5.661,0,0.263,0.307,0,0.104,0.749,141.967,4
53HIIqV64NIKyyGllfKvzu,"13y7CgLHjMVRMDqxdx0Xdo,3TVXtAsR1Inumwj472S9r4,55Aa2cqylxrFIXC767Z865","Both (feat. Drake & Lil Wayne) - Remix","Both (feat. Drake & Lil Wayne) [Remix]","Gucci Mane,Drake,Lil Wayne",2017-04-14,252016,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-16T17:36:01Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,canadian hip hop,canadian pop,new orleans rap",0.834,0.493,5,-6.567,0,0.128,0.0606,0.0000795,0.0666,0.28,140.007,4
6jmTHeoWvBaSrwWttr8Xvu,"02kJSzxNuaWGqwubyUba0Z,7rVA45AaxEEetdqc9NngiJ","I Mean It (feat. Remo)","These Things Happen","G-Eazy,Remo",2014-06-20,236480,71,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-20T18:38:57Z,"indie pop rap,oakland hip hop,pop rap,rap",0.712,0.562,10,-6.008,1,0.129,0.125,0,0.136,0.142,140,4
6BcKsu6ftnYboGtr9eoilD,"6oMuImdp5ZcFhWP0ESe6mG,50co4Is1HCEo8bhOyUWKpn","Cocaina (feat. Young Thug)","Yung Rich Nation","Migos,Young Thug",2015-07-31,318933,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-25T04:08:09Z,"atl hip hop,hip hop,pop rap,rap,trap,atl trap,gangster rap,melodic rap",0.571,0.747,8,-5.564,0,0.389,0.144,0,0.233,0.359,103.084,4
7d1bGFlDl9YwrYfEvBD6oR,"7yO4IdJjCEPz7YgZMe25iS,13ubrt8QOOCPljQ2FL1Kca,699OTQXzgjhIYAHMy9RyPD,0VRj0yCOv2FXJNP47XQnx5,4O15NlyKLIASxsJ0PrXPfz,2h93pZq0e7k5yf4dywlkpM","RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","A$AP Mob,A$AP Rocky,Playboi Carti,Quavo,Lil Uzi Vert,Frank Ocean",2017-05-23,255413,25,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-25T16:01:52Z,"hip hop,rap,southern hip hop,trap,east coast hip hop,atl hip hop,plugg,pluggnb,rage rap,melodic rap,philly rap,lgbtq+ hip hop,neo soul",0.852,0.677,8,-5.47,0,0.242,0.471,0,0.111,0.325,133.998,4
3H1JaS0NUNFjwVcJZ76SgC,"0NWbwDZY1VkRqFafuQm6wk,2YZyLoL8N0Wb9xBt1NhZWg,13y7CgLHjMVRMDqxdx0Xdo,7iZtZyCzp3LItcw1wtPI3D","Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)","Ransom 2","Mike WiLL Made-It,Kendrick Lamar,Gucci Mane,Rae Sremmurd",2017-03-24,240926,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-26T03:18:30Z,"atl hip hop,rap,southern hip hop,trap,conscious hip hop,hip hop,west coast rap,dirty south rap,pop rap,melodic rap,mississippi hip hop",0.735,0.562,4,-5.509,0,0.146,0.153,0,0.0692,0.302,180.057,4
6RFGykMl5wP1gMPccCY9oB,"13y7CgLHjMVRMDqxdx0Xdo","Dance with the Devil","Droptopwop","Gucci Mane",2017-05-26,264956,48,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-05-28T21:44:26Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",0.77,0.478,7,-5.937,1,0.237,0.0727,0.0000352,0.112,0.194,174.102,4
5cukM53srEM6uLvHxDEc2E,"1WyRyvMebkJsQabpFlV2fZ","No L's","No L's","Jerry Purpdrank",2016-04-01,197929,27,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-01T21:34:22Z,"",0.488,0.729,2,-7.59,1,0.24,0.14,0,0.393,0.301,134.912,4
5V57eUQoTrMCZqonhzi8B9,"1URnnhqYAYcrqrcwql10ft,0iEtIxbK0KxaSlF7G42ZOp","Real Nigga","Savage Mode","21 Savage,Metro Boomin",2016-07-15,185466,53,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-10T07:24:26Z,"atl hip hop,hip hop,rap",0.87,0.225,0,-10.915,0,0.362,0.0915,0.69,0.197,0.163,155.97,4
3Khc2XyEiu09xnCiB6jWUc,"3wyVrVrFCkukjdVIdirGVY,21dooacK2WGBB5amYvKyfM","Movin (feat. Smokepurpp)","Movin (feat. Smokepurpp)","Lil Pump,Smokepurpp",2017-05-26,125989,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-22T08:10:06Z,"emo rap,miami hip hop,pop rap,rap,trap,melodic rap,underground hip hop",0.907,0.598,11,-6.341,0,0.0921,0.0624,0.0248,0.126,0.223,122.002,4
4OURH8h9ylAU1aD4eSspiI,"0iEtIxbK0KxaSlF7G42ZOp,4DdkRBBYG6Yk9Ka8tdJ9BW,3TVXtAsR1Inumwj472S9r4","No Complaints","No Complaints","Metro Boomin,Offset,Drake",2017-06-23,261733,4,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-27T04:33:10Z,"rap,atl hip hop,hip hop,pop rap,trap,canadian hip hop,canadian pop",0.911,0.51,2,-10.786,1,0.185,0.0836,0.0658,0.0797,0.191,123.961,4
5WkPWduQVV8fh7pppm1fqg,"2YZyLoL8N0Wb9xBt1NhZWg,3qBKjEOanahMxlRojwCzhI","LOVE. FEAT. ZACARI.","DAMN.","Kendrick Lamar,Zacari",2017-04-14,213400,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-27T04:34:25Z,"conscious hip hop,hip hop,rap,west coast rap",0.801,0.58,10,-7.311,1,0.1,0.289,0,0.153,0.777,126.062,4
5tFep7dXGd7vEJ668wTPux,"13y7CgLHjMVRMDqxdx0Xdo,3TVXtAsR1Inumwj472S9r4","Both (feat. Drake)","The Return of East Atlanta Santa","Gucci Mane,Drake",2016-12-16,190311,70,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-27T04:39:16Z,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap,canadian hip hop,canadian pop",0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,4
3mRcWCyteY2133a7xVMrYw,"1RyvyyTE3xzB2ZywiAwp0i,1Xyo4u8uXC1ZmMpatF05PJ","Comin Out Strong (feat. The Weeknd)","HNDRXX","Future,The Weeknd",2017-08-04,254369,32,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-27T04:40:49Z,"atl hip hop,hip hop,rap,southern hip hop,trap,canadian contemporary r&b,canadian pop,pop",0.628,0.481,1,-7.775,1,0.475,0.29,0,0.118,0.33,108.761,5
21kVlWTlFf8dO8N2aTzlof,"3TVXtAsR1Inumwj472S9r4,3S0tlB4fE7ChxI2pWz8Xip","KMT","More Life","Drake,Giggs",2017-03-18,162637,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-27T04:44:02Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,grime,london rap,uk hip hop",0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,4
4S7YHmlWwfwArgd8LfSPud,"13ubrt8QOOCPljQ2FL1Kca","L$D","AT.LONG.LAST.A$AP","A$AP Rocky",2015-05-26,238306,74,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-29T04:44:45Z,"east coast hip hop,hip hop,rap,trap",0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,4
1a0wEEHipnBR7WOHFA6ucQ,"4V8LLVI7PbaPR0K2TGSxFF,13ubrt8QOOCPljQ2FL1Kca","Who Dat Boy (feat. A$AP Rocky)","Who Dat Boy / 911","Tyler, The Creator,A$AP Rocky",2017-06-30,205093,44,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-06-30T21:03:59Z,"hip hop,rap,east coast hip hop,trap",0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,4
2JI71GHwq2LN8mtq3iCLYo,"1Zatb2YN4erBOoSivOXc0o","CoCo","CoCo","O.T. Genasis",2014-11-10,239573,63,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-07-20T19:51:12Z,"southern hip hop,trap",0.886,0.628,8,-5.949,1,0.131,0.00215,0.0000115,0.31,0.178,119.906,4
7grpBK2VaYTB15QsYFCNhj,"5K4W6rqBFWDnAN6FQUkS6x","Father Stretch My Hands Pt. 1","The Life Of Pablo","Kanye West",2016-06-10,135920,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-07-26T21:30:59Z,"chicago rap,hip hop,rap",0.717,0.568,7,-4.404,1,0.0807,0.138,0,0.58,0.362,113.17,4
3qX1dqmDdmMvvfMVfsx4Bh,"2YZyLoL8N0Wb9xBt1NhZWg,4XqfpACObRB5AsBcUYjL8X","m.A.A.d city","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,MC Eiht",2012-10-22,350120,69,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-07-31T07:37:26Z,"conscious hip hop,hip hop,rap,west coast rap,g funk",0.487,0.729,2,-6.815,1,0.271,0.0538,0.00000407,0.44,0.217,91.048,4
7j6OJzMIJL5JcFHyeSJZGV,"7CCjtD0hCK005Bvg2WG1a7,6icQOAFXDZKsumw3YXyusw","Mase in '97","Mase in '97","Carnage,Lil Yachty",2016-07-01,100008,58,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-08-03T18:23:07Z,"edm,electro house,electronic trap,atl hip hop,melodic rap,rap,trap",0.684,0.785,11,-3.903,1,0.274,0.308,0.0000269,0.15,0.486,143.84,4
5eqK0tbzUPo2SoeZsov04s,"1URnnhqYAYcrqrcwql10ft","Bank Account","Issa Album","21 Savage",2017-07-06,220306,79,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-08-09T11:51:18Z,"atl hip hop,hip hop,rap",0.884,0.347,8,-8.227,0,0.35,0.015,0.000007,0.0871,0.376,75.016,4
19gEmPjfqSZT0ulDRfjl0m,"34Y0ldeyUv7jBvukWOGASO","Hot N*gga","Hot N*gga","Bobby Shmurda",2014-07-25,194561,74,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-08-25T02:28:17Z,"nyc rap,rap,trap",0.794,0.51,9,-7.314,1,0.42,0.0505,0.00000181,0.0562,0.18,167.879,4
2qFT2tvTY8ZsBZLeaFeEB3,"4xRYI6VqpkE3UwrDrAZL8L","Everybody","Everybody","Logic",2017-05-05,162346,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-09-11T08:39:06Z,"conscious hip hop,hip hop,pop rap,rap",0.888,0.934,0,-5.983,0,0.0923,0.173,0,0.0685,0.764,109.997,4
79R3qLqdbwUSYWX4cEOpbJ,"15UsOTVnJzReFVN1VCnxy4,2rhFzFmezpnW82MNqEKVry","What in XXXTarnation","XXXTENTACION Presents: Members Only, Vol. 3","XXXTENTACION,Ski Mask The Slump God",2017-07-14,164520,56,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-09-15T15:30:49Z,"emo rap,miami hip hop,hip hop,pop rap,rap,trap",0.862,0.6,7,-5.522,1,0.151,0.16,0,0.102,0.433,119.072,4
7xUcI1yXvXGAUPyOzPqJsC,"4EnEZVjo3w1cwcQYePccay","Fuck Tha Police","Straight Outta Compton (Music From The Motion Picture)","N.W.A.",2016-01-08,315069,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-09-16T17:28:52Z,"conscious hip hop,gangster rap,golden age hip hop,hip hop,old school hip hop,rap,west coast rap",0.857,0.772,8,-8.161,0,0.263,0.0142,0,0.276,0.809,98.602,4
0e6ePgye47L0Q9slHJ1jnf,"21dooacK2WGBB5amYvKyfM","Audi.","Audi.","Smokepurpp",2017-05-19,160000,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-10-02T06:02:47Z,"melodic rap,miami hip hop,trap,underground hip hop",0.792,0.487,7,-5.99,1,0.0557,0.0181,0,0.0995,0.194,122.963,4
0LX4f8NnYnGxuryfP1MtJf,"1VPmR4DJC1PlOtd0IADAO0,4nXOZlYoAD67hF9aUEncMY","South Side Suicide (feat. Pouya)","Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway","$uicideboy$,Pouya",2016-09-08,169319,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-10-09T21:39:04Z,"cloud rap,dark trap,new orleans rap,underground hip hop,aesthetic rap,miami hip hop",0.796,0.549,8,-6.285,1,0.0672,0.00572,0.335,0.0719,0.0479,109.998,4
4TCK6dX4XO7rpkr4oOX0dT,"21dooacK2WGBB5amYvKyfM","Phantom","Deadstar","Smokepurpp",2017-09-29,145171,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-10-12T10:23:07Z,"melodic rap,miami hip hop,trap,underground hip hop",0.939,0.617,7,-5.933,0,0.298,0.14,0,0.112,0.68,131.949,4
1vc2YF7ZvUtwr45HNpdGch,"1URnnhqYAYcrqrcwql10ft","Numb","Issa Album","21 Savage",2017-09-23,271306,4,spotify:user:222b6a7rurhvs6p4ficngkzzy,2017-10-29T05:24:42Z,"atl hip hop,hip hop,rap",0.839,0.436,5,-11.344,0,0.285,0.0438,0.0000027,0.131,0.464,82.009,4
